,Player,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,PAtt,PrgP,Carries,PrgC,DAtt,Succ,PCmp%,#,Nation,Pos,Age,Team,annual_wages,total_transfers
442,Nahuel Molina,4466,9,7,0,0,60,22,8,1,2709,68,43,50,5.3,5.3,6.3,141,20,1629,2237,170,1374,95,63,35,0.728207421,16,ARG,WB,23-138,Udinese,380000,321.167
443,Mateusz Klich,4466,5,7,2,2,76,27,11,0,3006,85,22,35,5.9,4.3,5.7,184,23,2028,2571,289,1728,115,62,33,0.788798133,43,POL,"FW,CM",31-062,Leeds United,403000,165.7
444,Edmond Tapsoba,4466,2,0,0,0,22,6,6,0,4791,89,77,82,1.5,1.5,0.5,41,2,3788,4249,256,3178,38,44,32,0.891503883,12,BFA,CB,22-257,Leverkusen,1100000,585.95
445,Wilfried Singo,4461,4,6,0,0,51,8,9,2,2978,84,52,39,3.8,3.8,5.3,99,10,1788,2360,151,1632,142,171,93,0.757627119,17,CIV,RM,20-239,Torino,260000,331.15
446,Angelino,4459,6,9,0,0,47,19,5,0,3431,59,59,46,5.3,5.3,10.8,179,17,2139,3016,166,1630,82,51,30,0.709217507,3,ESP,"LB,LM",24-223,RB Leipzig,3460000,693.79
447,Jean-Charles Castelletto,4457,2,0,0,0,24,8,12,0,2436,77,72,63,3,3,0.4,25,1,1687,2014,145,1251,17,14,13,0.837636544,21,CMR,CB,26-192,Nantes,540000,145.4
449,Alex Berenguer,4446,11,10,0,1,93,29,12,0,2501,92,34,88,11.4,10.6,9.2,164,22,1149,1794,162,1273,123,144,68,0.640468227,7,ESP,"RM,LM",26-043,Athletic Club,2850000,221.9
450,Jean-Clair Todibo,4445,2,0,0,0,26,7,11,0,4070,84,70,58,3.3,3.3,0.9,43,4,3121,3574,251,2938,46,42,31,0.873251259,25,FRA,CB,21-221,Nice,780000,348.652
451,Mario Hermoso,4443,3,2,0,0,35,8,11,1,3667,85,65,41,3,3,1.2,63,7,2737,3236,295,2065,68,22,17,0.845797281,22,ESP,CB,26-058,Atlético Madrid,2100000,1271.6
452,Souleyman Doumbia,4441,0,2,0,0,21,5,18,1,2918,78,81,43,1.2,1.2,4.2,78,4,1895,2355,116,1708,131,128,70,0.804670913,3,CIV,WB,24-318,Angers,680000,150.1
453,Fali,4440,0,2,0,0,24,2,17,0,1893,74,56,54,1.5,1.5,1.9,34,3,1025,1421,117,822,19,6,5,0.721323012,3,ESP,CB,28-002,Cádiz,500000,16.2
454,Lorenzo De Silvestri,4437,5,2,0,0,27,13,11,0,3099,57,56,62,3.7,3.7,3.3,72,3,1944,2636,225,1484,75,22,9,0.737481032,29,ITA,RB,33-091,Bologna,1670000,248.088
455,Antonio Puertas,4431,9,6,0,0,59,25,10,0,1918,61,23,57,6.7,6.7,3,92,12,900,1342,101,1012,100,122,74,0.670640835,10,ESP,RW,29-176,Granada,640000,52.25
456,Hugo Mallo,4428,4,2,0,0,37,13,13,2,3522,103,57,65,3.3,3.3,6,80,5,2249,2996,202,1629,93,45,25,0.750667557,2,ESP,RB,30-054,Celta Vigo,2590000,187.272
457,Pau Lopez,4427,0,1,0,0,0,0,4,0,2099,2,0,1,0,0,0.7,6,1,1669,1997,3,1347,0,0,0,0.83575363,16,ESP,GK,26-272,Marseille,3850000,321.94
458,Mason Holgate,4421,3,1,0,0,12,5,16,1,2608,91,61,62,2.3,2.3,0.7,27,1,1545,2132,97,1233,25,15,10,0.72467167,4,ENG,CB,24-296,Everton,1300000,830.13
459,Jean-Ricner Bellegarde,4418,3,4,0,0,54,12,8,0,2485,107,46,49,3.9,3.9,5.1,97,14,1494,1879,175,1532,139,141,83,0.795103779,17,FRA,CM,23-042,Strasbourg,340000,102.65
460,Fred,4418,5,4,0,0,40,16,10,0,3746,144,77,87,2.9,2.9,3.8,134,16,2727,3186,327,2067,48,66,45,0.855932203,17,BRA,DM,28-162,Manchester Utd,6240000,947.13
461,Mattias Svanberg,4416,8,5,0,0,97,30,15,1,2230,77,58,56,6.2,6.2,5,111,12,1278,1690,191,1206,71,83,49,0.756213018,32,SWE,CM,22-229,Bologna,930000,248.088
462,Ivan Rakitic,4415,8,8,3,4,67,18,10,0,3862,72,49,50,8,4.9,3.9,140,13,2860,3377,327,2192,57,49,19,0.846905537,10,CRO,"DM,AM",33-166,Sevilla,13200000,807.11
463,Kevin Vogt,4410,0,3,0,0,4,0,13,0,4048,39,29,39,0,0,0.4,53,8,3270,3699,278,2660,43,10,7,0.884022709,22,GER,CB,29-325,Hoffenheim,1700000,298.42
464,Andrew Gravillon,4407,2,2,0,0,30,8,12,3,2719,58,92,69,2.4,2.4,1.4,33,5,1624,2166,114,1450,36,19,12,0.74976916,6,GLP,CB,23-181,Reims,90000,131.05
465,Lucas Boye,4407,14,5,0,0,107,38,12,1,1933,74,21,61,9.8,9.8,2.9,90,13,797,1071,91,1223,80,205,123,0.744164332,9,ARG,FW,25-169,Elche,320000,23.7
466,Giovanni Simeone,4400,23,7,0,1,112,45,9,0,1678,51,16,60,17.9,17.1,4.5,90,14,722,1029,54,942,65,84,38,0.701652089,9,ARG,LW,26-049,Cagliari,2780000,235.996
467,Fernando,4396,4,5,0,0,12,5,12,0,3252,78,70,46,2.3,2.3,3.2,63,13,2538,2844,198,1790,32,30,18,0.892405063,25,BRA,"CM,DM",34-021,Sevilla,4870000,807.11
468,Takehiro Tomiyasu,4394,2,1,0,0,27,6,6,0,3325,82,78,59,2.6,2.6,1.4,72,9,2254,2775,246,1720,88,40,24,0.812252252,18,JPN,RB,22-310,Arsenal,2910000,922.52
469,Davide Zappacosta,4390,5,7,0,0,78,18,9,0,3119,65,30,49,4.6,4.6,5.7,122,19,2097,2593,137,1780,182,129,56,0.808715773,77,ITA,WB,29-078,Atalanta,1670000,633.372
470,Cristian Romero,4389,3,2,0,0,20,9,18,0,3243,125,129,77,1.7,1.7,0.8,47,7,2283,2640,136,1860,49,28,16,0.864772727,4,ARG,LM,23-110,Tottenham,8580000,699.47
471,Keylor Navas,4376,0,0,0,0,0,0,0,1,1374,0,0,0,0,0,0,3,0,1153,1289,1,782,0,1,1,0.894491854,1,CRC,GK,34-235,Paris S-G,12000000,1076.2
472,Martin Erlic,4374,5,1,0,0,25,6,11,0,2650,51,69,76,4,4,0.6,18,4,1793,2176,90,1386,21,9,6,0.823988971,28,CRO,CB,23-211,Spezia,280000,38.097
473,Ethan Ampadu,4371,0,3,0,0,14,3,16,2,2846,124,100,89,0.4,0.4,2.9,65,6,1737,2252,212,1390,51,32,26,0.771314387,44,WAL,CM,21-013,Venezia,450000,22.29
474,Federico Ceccherini,4366,1,0,0,0,23,2,22,1,2734,52,97,34,3.1,3.1,1,41,4,1786,2246,168,1480,37,36,25,0.795191451,17,ITA,CB,29-102,Hellas Verona,930000,177.008
475,Ruben Aguilar,4365,1,5,0,0,18,5,10,0,3871,141,91,49,1.1,1.1,5.6,110,11,2700,3296,258,2077,135,40,17,0.819174757,26,FRA,RB,28-102,Monaco,1220000,1265.23
476,Allan Saint-Maximin,4364,8,9,0,0,94,38,6,0,1828,29,15,23,7.4,7.4,8.1,199,21,884,1191,152,1357,261,386,246,0.742233417,10,FRA,FW,24-156,Newcastle Utd,2000000,472.835
477,Alvaro Negredo,4355,15,6,2,3,112,45,8,1,1556,16,5,18,13.1,10.7,6.5,93,12,643,1120,94,738,38,73,50,0.574107143,18,ESP,FW,35-359,Cádiz,1290000,16.2
478,Ivan Ilic,4348,3,3,0,0,34,8,7,1,3006,65,49,51,3.9,3.9,2.5,103,10,2061,2516,268,1716,77,83,56,0.819157393,14,SRB,CM,20-157,Hellas Verona,260000,177.008
479,Robert Andrich,4343,9,4,0,0,71,16,10,2,2953,84,82,59,5.4,5,3.5,94,13,1938,2453,228,1449,44,40,32,0.790052996,8,GER,"LM,DM",26-333,Leverkusen,2980000,585.95
480,Luis Suarez,4343,32,5,5,6,152,63,13,0,1537,19,6,15,26.2,21.4,4.3,102,15,781,1090,86,747,46,56,19,0.716513761,9,URU,FW,34-203,Atlético Madrid,15620000,1271.6
481,Gonzalo Verdu,4341,0,2,0,0,14,4,21,0,2714,53,65,60,1.5,1.5,2,18,3,1930,2304,86,1517,11,12,11,0.837673611,5,ESP,CB,32-299,Elche,155000,23.7
482,Farid Boulaya,4341,10,10,1,2,97,32,6,1,2782,42,24,27,6,4.6,12,214,16,1585,2341,291,1743,170,124,77,0.677061085,10,ALG,RW,28-209,Metz,700000,92.1
483,Stephy Mavididi,4329,17,3,0,0,90,40,7,0,1674,42,22,35,12.9,12.9,4.3,101,15,811,1052,57,1156,150,178,75,0.770912548,19,ENG,LW,23-069,Montpellier,500000,160.75
484,Pierre Lees-Melou,4328,5,2,1,1,75,21,8,1,2727,125,54,87,6.2,5.5,2.5,110,7,1826,2231,255,1582,71,62,43,0.818467055,20,FRA,RM,28-081,Norwich City,1820000,113.465
485,Erling Haaland,4318,49,14,8,10,163,78,5,0,1414,9,5,27,41.7,33.7,8.9,129,34,664,944,80,683,87,71,43,0.703389831,9,NOR,FW,21-024,Dortmund,7900000,1092.74
486,Stefan Posch,4318,2,0,0,0,24,9,16,1,3385,100,65,70,1.7,1.7,1.4,34,3,2287,2880,237,2020,62,27,11,0.794097222,38,AUT,CB,24-092,Hoffenheim,1000000,298.42
487,Caglar Soyuncu,4316,2,0,0,0,18,4,7,0,3825,74,60,56,1.9,1.9,0.4,25,0,2874,3358,161,2383,46,14,8,0.855866587,4,TUR,CB,25-083,Leicester City,2340000,721.915
488,Alvaro Morata,4316,20,13,2,2,115,47,8,1,1808,35,10,48,19.7,18.1,11.9,153,28,934,1260,110,997,120,88,46,0.741269841,9,ESP,FW,28-303,Juventus,6410000,1577.673
489,Roger Marti,4313,19,7,3,7,88,36,12,0,1379,34,6,24,18,12.4,6,79,13,670,981,94,739,36,47,28,0.682976555,9,ESP,FW,30-223,Levante,1170000,129.3
490,Gabriel Paulista,4308,6,2,0,0,21,9,8,0,2627,38,98,50,1.9,1.9,0.5,30,4,1827,2155,116,1489,18,8,6,0.847795824,5,BRA,CB,30-260,Valencia,5330000,504.3
491,Jordan Henderson,4301,3,6,0,0,45,10,3,0,4440,60,57,37,2.5,2.5,4.9,132,18,3483,4101,414,2794,100,40,25,0.849305048,14,ENG,CM,31-065,Liverpool,7280000,852.97
492,Carlos Clerc,4295,0,3,0,0,8,4,11,0,3014,91,63,34,0.4,0.4,3.9,74,6,1972,2603,213,1569,132,88,59,0.757587399,19,ESP,LB,29-174,Levante,410000,129.3
493,Edin Dzeko,4293,20,9,0,1,156,61,4,0,1870,22,5,31,28.2,27.4,6.1,156,25,906,1316,160,967,97,96,44,0.688449848,9,BIH,FW,35-157,Inter,9260000,1112.366
494,Ihlas Bebou,4291,16,9,0,0,94,33,3,0,1861,46,29,38,19.1,19.1,6.5,131,20,897,1259,107,1080,118,120,61,0.712470214,9,TOG,FW,27-148,Hoffenheim,1700000,298.42
495,Elvis Rexhbecaj,4285,5,2,0,0,60,17,9,0,1997,94,53,73,3.1,3.1,3.4,98,7,923,1449,160,1011,48,62,30,0.636991028,20,GER,LM,23-286,Bochum,130000,0.35
496,Houssem Aouar,4285,13,7,2,2,144,49,4,1,3064,63,37,43,16,14.4,8.4,206,18,2076,2437,295,2139,162,210,116,0.85186705,8,ALG,LM,23-038,Lyon,3720000,800.84
497,Jorginho,4283,13,3,13,16,14,2,7,0,4121,121,76,60,13.1,0.5,4.3,124,10,3275,3676,323,2319,34,46,33,0.890914037,5,ITA,CM,29-237,Chelsea,5720000,1491.716
498,Jordan Veretout,4282,14,10,6,7,58,21,10,0,3034,54,39,26,12.1,6.7,7.7,176,22,2286,2708,308,1681,94,37,24,0.844165436,17,FRA,DM,28-174,Roma,5560000,1045.163
499,Manuel Lazzari,4278,5,8,0,0,36,12,5,1,2577,52,30,32,2.8,2.8,5.4,103,21,1783,2167,87,1503,210,116,60,0.822796493,29,ITA,RB,27-265,Lazio,2780000,346.366
500,Lucas Torro,4273,1,1,0,0,51,16,14,0,2494,103,74,48,3.1,3.1,1,63,6,1493,1950,211,1076,23,39,32,0.765641026,24,ESP,CM,27-026,Osasuna,450000,36.05
501,Seamus Coleman,4269,1,3,0,0,20,5,4,0,2513,100,45,52,1.9,1.9,2.9,81,10,1534,2020,145,1237,71,82,54,0.759405941,23,IRL,RB,32-307,Everton,3640000,830.13
502,Burak Yilmaz,4262,20,8,6,6,130,54,15,1,1543,20,7,15,19.5,14.8,7.4,101,14,797,1092,53,938,86,50,20,0.72985348,17,TUR,FW,36-024,Lille,2190000,675.665
503,Nahitan Nandez,4260,2,4,0,0,52,16,12,1,2392,95,32,42,4,4,5.3,129,16,1345,1865,154,1366,140,119,64,0.721179625,18,URU,RM,25-238,Cagliari,2050000,235.996
504,Andrea Belotti,4259,21,7,7,8,157,52,5,0,1693,37,14,39,21.4,15,7.5,161,20,733,1085,88,1006,106,106,62,0.675576037,9,ITA,FW,27-244,Torino,3700000,331.15
505,Cesar Azpilicueta,4258,2,4,0,0,22,8,8,1,4319,104,51,62,1.5,1.5,4.3,98,14,3273,3868,273,2252,86,33,21,0.846173733,28,ESP,WB,31-351,Chelsea,7800000,1491.716
506,Christoph Baumgartner,4257,13,5,0,0,103,38,11,0,2343,72,32,64,13,13,7.4,136,15,1213,1680,193,1310,102,120,56,0.72202381,14,AUT,RW,22-013,Hoffenheim,390000,298.42
507,Luke Shaw,4255,1,8,0,0,17,7,16,0,3626,65,29,56,0.6,0.6,10,184,15,2594,3261,229,1931,158,70,43,0.795461515,23,ENG,LB,26-033,Manchester Utd,7800000,947.13
508,Omar Mascarell,4255,1,1,0,0,22,4,12,0,2627,87,85,82,0.5,0.5,0.6,30,2,1776,2128,161,1282,22,32,20,0.834586466,21,ESP,CM,28-223,Elche,820000,23.7
509,Juraj Kucka,4254,8,3,4,4,102,26,13,1,2280,126,55,55,10.4,7.2,2.8,98,10,1148,1642,137,1116,56,92,48,0.699147381,33,SVK,CM,34-169,Watford,1890000,304.33
510,Angel Correa,4249,21,13,0,0,102,46,6,1,2119,54,32,43,14.9,14.8,9.4,153,26,1155,1536,149,1264,102,145,85,0.751953125,10,ARG,FW,26-159,Atlético Madrid,3500000,1271.6
511,Grischa Promel,4238,11,2,0,0,57,17,11,0,2163,75,47,38,7.8,7.8,1.9,85,8,1270,1667,161,1059,45,61,33,0.76184763,21,GER,CM,26-245,Union Berlin,880000,59.57
512,Stuart Armstrong,4237,6,5,0,0,93,20,4,0,2615,87,32,36,5.1,5.1,3.7,145,18,1611,2042,227,1580,172,160,95,0.788932419,17,SCO,RM,29-200,Southampton,2600000,503.82
513,Reece James,4237,6,11,0,0,71,21,7,1,4178,88,34,56,4.7,4.7,9,169,16,3156,3715,277,2414,132,98,70,0.849528937,24,ENG,WB,21-249,Chelsea,3020000,1491.716
514,Charalambos Lykogiannis,4235,5,2,0,0,50,14,12,2,2498,53,63,52,3,3,2.6,60,2,1269,1967,113,1050,67,44,21,0.645144891,22,GRE,CB,27-305,Cagliari,930000,235.996
515,Allan,4234,0,2,0,0,14,5,13,1,2569,154,42,71,0.3,0.3,1.5,77,9,1686,2050,222,1371,56,80,52,0.822439024,6,BRA,"DM,CM",30-218,Everton,3640000,830.13
516,Alex McCarthy,4230,0,0,0,0,0,0,3,0,1681,1,0,0,0,0,0,5,0,1018,1588,0,909,0,2,2,0.641057935,1,ENG,GK,31-254,Southampton,2600000,503.82
517,David Ospina,4230,0,1,0,0,0,0,3,0,1602,0,1,0,0,0,0,11,1,1269,1524,0,1031,0,1,1,0.832677165,25,COL,GK,33-011,Napoli,1790000,733.75
518,Toni Kroos,4220,4,13,0,0,80,24,10,0,4702,76,27,42,4.4,4.4,9.9,208,18,4002,4421,546,3042,83,35,25,0.905225062,8,GER,"DM,CM",31-272,Real Madrid,21940000,1178.05
519,Diadie Samassekou,4218,2,2,0,0,31,4,10,0,2654,112,106,68,1.2,1.2,2.6,76,10,1704,2096,174,1338,19,48,29,0.812977099,18,MLI,RB,25-215,Hoffenheim,3900000,298.42
520,Kieran Tierney,4214,2,6,0,0,30,8,4,0,3089,45,31,54,0.8,0.8,5.1,101,10,2030,2688,200,1705,144,53,25,0.755208333,3,SCO,LB,24-069,Arsenal,5720000,922.52
521,Maxwel Cornet,4212,11,6,0,1,67,33,7,0,2674,86,53,36,8.7,7.9,5,96,20,1612,2152,158,1424,101,77,36,0.749070632,27,CIV,LB,24-322,Lyon,2340000,800.84
522,Karim Onisiwo,4204,9,8,0,0,119,39,2,0,1729,49,12,47,14.6,14.6,8.7,141,16,579,973,87,1016,136,204,86,0.595066804,9,AUT,FW,29-164,Mainz 05,590000,223.85
523,Ademola Lookman,4200,10,4,0,1,94,34,7,0,2331,67,30,50,10.8,10,7,173,12,1297,1735,164,1463,153,186,120,0.747550432,37,NGA,LW,23-326,Leicester City,2550000,721.915
524,Boulaye Dia,4199,19,6,5,5,95,33,5,0,1347,31,17,25,17.9,14,4.1,111,16,677,874,72,775,90,104,57,0.774599542,16,SEN,FW,24-273,Villarreal,2920000,503.3
525,Kevin De Bruyne,4198,21,20,2,3,155,55,3,0,3507,66,15,58,15,12.6,18,300,32,2248,2997,417,2155,186,122,79,0.750083417,17,BEL,LM,30-048,Manchester City,20800000,1252.81
526,Alex Moreno,4190,5,5,0,0,38,11,7,1,3167,118,69,46,4.5,4.5,4.7,91,13,1913,2552,162,1603,154,104,49,0.74960815,15,ESP,LB,28-067,Betis,680000,385.32
527,Fikayo Tomori,4184,1,0,0,0,17,7,4,0,3119,101,63,69,1.8,1.8,0,24,4,2334,2660,123,1716,18,16,12,0.877443609,23,ENG,CB,23-247,Milan,2560000,851.405
528,Timo Horn,4179,0,0,0,0,0,0,0,0,1967,1,0,1,0,0,0.1,6,0,1405,1856,2,1107,0,3,3,0.75700431,1,GER,GK,28-095,Köln,2500000,132.055
529,Tomas Rincon,4175,1,1,0,0,24,5,15,1,2459,92,51,50,1.7,1.7,1.8,55,5,1694,2038,178,1328,42,72,55,0.831207066,88,VEN,CM,33-220,Torino,2590000,331.15
530,Aymeric Laporte,4172,4,0,0,0,41,8,6,1,4518,46,31,27,5.8,5.8,0.9,51,7,3951,4225,370,3290,79,10,8,0.935147929,14,ESP,CB,27-086,Manchester City,6240000,1252.81
531,Suat Serdar,4171,4,3,0,0,65,19,9,0,1818,119,43,61,4.2,4.2,2.6,89,4,867,1196,150,1034,87,164,100,0.724916388,8,GER,"RW,LW",24-126,Hertha BSC,3130000,316.645
532,Konstantinos Mavropanos,4168,4,0,0,0,48,15,8,0,3623,99,128,71,4.3,4.3,0.5,44,4,2341,2940,206,1800,43,47,27,0.796258503,5,GRE,CB,23-246,Stuttgart,760000,175.73
533,Eder Militao,4164,2,2,0,0,45,11,8,1,3288,70,71,61,3.5,3.5,1,45,7,2515,2828,126,2003,35,22,13,0.889321075,3,BRA,CB,23-208,Real Madrid,9380000,1178.05
534,Sergio Reguilon,4160,2,6,0,0,41,13,9,0,2970,87,63,59,4.1,4.1,5.3,100,14,1842,2439,123,1563,115,95,41,0.755227552,3,ESP,LB,24-242,Tottenham,2756000,699.47
535,Remi Oudin,4157,8,9,0,0,112,32,8,0,2295,68,78,36,7,7,8.7,114,17,1157,1776,130,1319,108,61,33,0.651463964,28,FRA,RW,24-263,Bordeaux,1320000,247.16
536,Birger Meling,4157,2,7,0,0,16,7,7,0,2896,92,58,66,0.9,0.9,3.7,83,17,1984,2422,194,1462,90,34,21,0.819157721,25,NOR,LB,26-234,Rennes,1530000,469.93
537,Marcus Rashford,4155,15,11,0,0,101,48,6,0,2184,24,13,32,11.5,11.5,6.2,143,23,1305,1672,145,1367,184,216,104,0.780502392,10,ENG,LW,23-350,Manchester Utd,10400000,947.13
538,Dominic Calvert-Lewin,4154,21,2,2,3,113,57,5,0,1492,28,9,27,22.6,20.4,3.7,85,11,636,971,63,724,45,60,24,0.654994851,9,ENG,FW,24-151,Everton,1040000,830.13
539,Stefan Lainer,4149,3,3,0,0,37,11,4,0,2969,81,49,58,2.4,2.4,5.5,105,12,1804,2445,194,1441,102,58,25,0.737832311,18,AUT,RB,28-351,M'Gladbach,2300000,247.63
540,Ondrej Duda,4148,9,5,3,4,88,27,13,1,2494,59,36,42,10.2,7,6.1,155,10,1379,1931,209,1390,57,138,88,0.714137752,18,SVK,FW,26-253,Köln,1100000,132.055
541,Miguel Almiron,4145,5,1,0,0,65,21,5,0,1907,96,45,37,4.8,4.8,3.3,125,10,1110,1406,136,1219,114,112,65,0.789473684,24,PAR,CM,27-186,Newcastle Utd,2200000,472.835
542,Steve Mandanda,4140,0,0,0,0,0,0,1,0,1809,0,3,1,0,0,0,7,1,1261,1726,0,1062,0,1,1,0.730590962,30,FRA,GK,36-133,Marseille,3600000,321.94
543,Nicolas Cozza,4139,2,2,0,0,7,3,4,1,2510,119,64,55,1.9,1.9,0.9,44,6,1590,1980,120,1428,72,53,30,0.803030303,31,FRA,LB,22-212,Montpellier,310000,160.75
544,Andre Hahn,4138,13,5,0,0,88,34,9,0,1508,67,29,73,7.9,7.9,4.4,66,11,479,904,60,720,47,71,30,0.529867257,28,GER,RW,31-001,Augsburg,1600000,132.01
545,Vlad Chiriches,4137,2,1,0,0,21,5,10,0,3391,66,91,65,1.7,1.7,0.4,33,2,2729,2952,119,2142,14,21,15,0.924457995,21,ROU,CB,31-280,Sassuolo,1480000,428.985
546,Pascal Struijk,4130,2,0,0,0,25,7,9,1,3113,110,80,70,2.9,2.9,0.5,36,3,2207,2579,157,1674,12,8,6,0.855758046,21,NED,CB,22-003,Leeds United,370000,165.7
547,Stefan Bell,4130,3,1,0,0,30,7,15,0,2598,78,68,45,2.1,2.1,2.1,33,4,1618,2139,118,1208,14,9,7,0.756428237,16,GER,CB,29-356,Mainz 05,1800000,223.85
548,Fabian Klos,4129,8,3,3,4,89,32,6,1,1776,31,4,37,12.3,9.1,5.6,95,6,673,1298,122,810,37,51,17,0.518489985,9,GER,FW,33-255,Arminia,370000,10.985
549,Isaac Carcelen,4125,0,2,0,0,22,7,5,0,2371,111,83,62,0.7,0.7,1.6,69,6,1309,1847,154,976,60,64,45,0.708716838,20,ESP,CM,28-113,Cádiz,480000,16.2
550,Tammy Abraham,4124,23,5,3,3,124,48,9,0,1422,34,10,23,26.6,24.2,5.2,111,16,634,907,81,648,53,95,44,0.699007718,9,ENG,FW,23-324,Roma,5770000,1045.163
551,Enes Unal,4116,20,3,3,5,119,32,12,0,1639,48,7,36,15,11.2,2.9,104,7,598,1001,72,844,38,84,42,0.597402597,10,TUR,FW,24-095,Getafe,860000,146.8
552,Jordan Ayew,4115,4,6,0,0,61,19,6,0,2060,85,31,61,5.1,5.1,3.4,100,13,1095,1421,86,1281,156,160,86,0.770584096,9,GHA,"RM,CM",29-337,Crystal Palace,1690000,255.145
553,Koray Gunter,4113,0,2,0,0,12,4,14,0,2905,52,133,54,0.6,0.6,1,28,3,2008,2395,183,1401,15,12,10,0.838413361,21,GER,CB,27-005,Hellas Verona,1110000,177.008
554,Renato Tapia,4113,0,1,0,0,29,8,21,0,3030,143,81,77,1.5,1.5,1.1,41,3,1975,2460,185,1658,36,53,34,0.802845528,14,PER,DM,26-018,Celta Vigo,260000,187.272
555,Kurt Zouma,4107,6,0,0,0,33,14,4,0,3248,27,62,44,3.3,3.3,0.1,23,0,2491,2780,107,1992,25,7,3,0.896043165,4,FRA,CB,26-327,West Ham,6240000,594.61
556,Thiago Mendes,4106,1,2,0,0,39,11,8,2,3486,73,73,57,1.5,1.5,2.6,96,8,2673,3050,291,2231,28,31,19,0.876393443,23,BRA,CM,29-145,Lyon,3600000,800.84
557,Ola Aina,4101,2,1,0,0,24,8,7,0,3002,64,73,39,1.1,1.1,3.2,64,5,1887,2524,174,1553,105,73,39,0.747622821,34,NGA,LM,24-317,Torino,1850000,331.15
558,Duvan Zapata,4101,25,13,4,4,176,69,3,0,2028,18,9,27,28.7,25.5,9.9,191,23,1021,1365,95,1379,154,146,62,0.747985348,91,COL,FW,30-163,Atalanta,3330000,633.372
559,Joris Chotard,4100,1,1,0,0,26,5,8,0,2017,71,53,39,1.5,1.5,1.1,55,6,1348,1655,122,1120,10,33,18,0.814501511,13,FRA,DM,19-318,Montpellier,60000,160.75
560,Josip Brekalo,4100,14,5,0,0,91,38,2,0,2471,31,21,34,7.8,7.8,9,204,20,1484,2039,187,1565,147,115,69,0.727807749,7,CRO,LW,23-059,Wolfsburg,1280000,323.78
561,Armand Lauriente,4099,9,7,1,1,143,56,9,0,1899,63,30,48,11.3,10.5,9.4,190,18,980,1278,109,1270,176,189,99,0.766823161,28,FRA,FW,22-247,Lorient,250000,53.5
562,Jack Grealish,4099,9,13,0,0,95,33,9,0,2549,49,20,31,9.8,9.8,13.6,288,26,1705,2076,289,1832,325,169,105,0.821290944,10,ENG,"LM,LW",25-339,Manchester City,15600000,1252.81
563,Dani Garcia,4097,0,1,0,0,18,3,17,0,2405,75,57,47,0.7,0.7,1.1,53,4,1669,2075,223,1098,24,12,10,0.804337349,14,ESP,CM,31-084,Athletic Club,2770000,221.9
564,Maya Yoshida,4097,3,5,0,0,20,5,7,0,2610,34,85,72,2.8,2.8,2.7,29,5,1849,2185,112,1351,13,8,7,0.846224256,22,JPN,CB,32-364,Sampdoria,1280000,462.381
565,Maxence Caqueret,4096,0,1,0,0,25,3,9,1,3153,145,66,73,1.2,1.2,3.3,115,8,2234,2625,328,1902,49,102,70,0.851047619,25,FRA,RM,21-173,Lyon,630000,800.84
566,Thomas Delaine,4095,4,4,0,0,36,15,8,0,2463,80,51,42,2.8,2.8,3,79,4,1450,1986,116,1429,208,102,52,0.730110775,17,FRA,WB,29-137,Metz,280000,92.1
567,Leandro Barreiro Martins,4092,3,4,0,0,65,20,8,0,1834,121,89,57,6.8,6.8,5.1,62,6,824,1238,130,729,26,27,10,0.665589661,8,LUX,CM,21-224,Mainz 05,130000,223.85
568,Sebastiaan Bornauw,4090,2,1,0,0,31,9,7,0,2583,59,82,62,2.6,2.5,0.2,13,2,1759,2099,78,1444,4,10,6,0.838018104,3,BEL,CB,22-173,Wolfsburg,1830000,323.78
569,Arkadiusz Reca,4085,2,5,0,0,38,11,10,0,2439,65,82,50,2,2,5.2,84,16,1340,1908,123,1200,136,86,49,0.70230608,13,POL,LB,26-087,Spezia,1150000,38.097
570,Lucas Perez,4085,9,7,3,4,57,19,2,0,1753,13,5,11,12.3,9.1,9.7,181,15,967,1439,153,988,78,68,39,0.671994441,12,ESP,FW,33-003,Elche,830000,23.7
571,Unai Vencedor Paris,4084,0,0,0,0,29,2,10,0,2567,57,37,48,1.2,1.2,0.6,70,3,1742,2235,302,1354,23,38,33,0.779418345,16,ESP,CM,20-274,Athletic Club,240000,221.9
572,Valentin Rongier,4081,1,3,0,0,45,15,11,0,3830,170,61,58,2.8,2.8,2.2,101,13,2939,3326,303,2468,82,85,56,0.883644017,21,FRA,CM,26-251,Marseille,1720000,321.94
573,Mikel Oyarzabal,4079,20,11,10,12,92,33,1,1,2102,48,25,48,20.5,10.9,11.5,175,22,1089,1615,135,1154,97,93,45,0.674303406,10,ESP,LW,24-116,Real Sociedad,3530000,205.3
574,Josh Sargent,4078,7,3,0,0,68,22,8,0,1564,58,28,68,7.9,7.9,4.7,89,6,703,1002,57,752,49,72,41,0.701596806,24,USA,LW,21-175,Norwich City,1560000,113.465
575,Florian Wirtz,4075,12,16,0,0,67,27,3,0,2438,60,22,39,9,9,11.3,200,32,1463,1931,250,1351,129,174,115,0.757638529,27,GER,AM,18-110,Leverkusen,1500000,585.95
